"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"24","05","NS","156656","","","","","24","05","NS","156656","","","24","05","10","12","45","AM","12","0","0","0","0","","OAKWOD","D006.7","26","50","4","1","000","E","255L","4","1654","1","Y","EB13","1","","2","TCSZ","467463","024","Y","","","000","","1","0","0","0","0","0","0","0","0","0","76","0","0","0","0","4","0","0","0","0","34000","0","H306","","0","0","0","0","H306","2","1","007","55800","","26C163","0","000000","0","1","0","1","0","06","","06","","1","4","","1","","","","227","","2024","0","0","0","0","0","0","WAYNE","163","00","00","","N","1729","1","RCO SWITCHER BD77 WITH ENGINE NS1629 WHILE COUPLING EB07 SHOVED OUT OF THE TRACK ON THE EAST END INT","O THE SIDE OF STATIONARY TRAIN 255L610 THAT WAS USING EB13 FOR HEADROOM, DERAILING FOUR TRIPLE CROWN","CARS AND TWO CARS IN EB07.","","","","","","","","","","","","","0","42.279664","-83.16782","2","5","K","","","DETROIT HUNTINGTON",
"24","05","NS","156656","","","","","24","05","NS","156656","","","24","05","10","12","45","AM","12","0","0","0","0","","OAKWOD","D006.7","26","50","4","1","007","E","BD77","3","0","7","Y","EB07","1","","2","TTGX","997485","001","Y","","","000","","1","0","0","0","0","0","0","0","0","0","13","0","27","0","0","1","0","1","0","0","20300","1500","H306","","0","0","0","0","H306","2","1","007","55800","","26C163","0","000000","0","1","0","0","0","06","","","","3","4","","1","","","","227","","2024","0","0","0","0","0","0","WAYNE","163","00","00","","N","2949","0","RCO SWITCHER BD77 WITH ENGINE NS1629 WHILE COUPLING EB07 SHOVED OUT OF THE TRACK ON THE EAST END INT","O THE SIDE OF STATIONARY TRAIN 255L610 THAT WAS USING EB13 FOR HEADROOM, DERAILING FOUR TRIPLE CROWN","CARS AND TWO CARS IN EB07.","","","","","","","","","","","","","3","42.279664","-83.16782","2","5","K","","","DETROIT HUNTINGTON",
"24","05","NS","156676","","","","","24","05","NS","156676","","","24","05","12","2","30","AM","04","3","0","0","0","","DETROIT","6","26","60","4","1","004","E","120L","3","7205","1","Y","CLASS LEAD EB","1","","2","TTGX","704330","062","Y","","","000","","2","0","0","0","0","0","0","0","0","0","100","0","13","0","1","0","0","0","0","0","1500","30030","H702","H704","0","0","0","0","H702","2","1","004","57530","","26C163","0","000000","0","1","2","1","0","08","","08","","3","4","","1","","","","247","","2024","0","0","0","0","0","0","WAYNE","163","","","","N","10184","2","TRAIN 120L610 SIDE SWIPED 255L611 RESULTING IN A DERAILMENT. CONDUCTOR MISALIGNED A SWITCH FOR THE I","NTENDED ROUTE. THIS CAUSING A DERAILMENT AFTER THE TRAIN PULLED BACK OVER THE SWITCH.  TRAIN 256L611","CAR COUNT CONFIRMED 100 LOADS AND 137 EMPTIES.","","","","","","","","","","","","","0","42.282906","-83.154444","2","5","K","","","DETROIT HUNTINGTON",
"24","04","BNSF","HL0424105","","","","","24","04","BNSF","HL0424105","","","24","04","06","11","9","PM","01","0","0","0","0","","SPRINGFIELD","239.5","29","48","4","1","005","E","HMEM","4","1947","1","Y","0129","X","0","2","CLIX","298111","027","N","","","000","","3","0","0","0","0","0","0","0","0","0","0","0","59","0","0","0","0","3","0","0","7298","0","H018","","0","0","0","0","H018","2","X","005","12601","","29C077","0","000000","0","1","0","1","0","","09","","09","3","6","","1","","","","347","","2024","0","0","0","0","0","0","GREENE","077","","","","N","2211","2","Y-SPM1012-05A DID NOT PROPERLY SECURE 2 RAILCARS AND 2 UNATTENDED RAILCARS ROLLED AND STRUCK THE UNA","TTENDED STANDING TRAIN H-MEMKCK1-06A. ONCE CREW CAME ON-DUTY FOR THE H-MEMKCK1-06A THEY STARTED PULL","ING AND THAT IS WHEN THE 5 RAILCARS DERAILED DUE TO H018 - FAILURE TO PROPERLY SECURE HAND BRAKE ON","CAR(S) (RAILROAD EMPLOYEE). NO HAZMAT RELEASED.","","","","","","","","","","","","0","37.227802","-93.327382","2","5","K","","","CUBA",
"24","04","BNSF","HL0424105","","","","","24","04","BNSF","HL0424105","","","24","04","06","11","9","PM","01","0","0","0","0","","SPRINGFIELD","239.5","29","48","4","1","001","E","YSPM","4","66","6","N","0129","X","0","2","BNSF","761964","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","1092","4211","H018","","0","0","0","0","H018","2","X","005","12601","","29C077","0","000000","0","0","0","1","1","","","08","10","1","6","","1","","","","476","","2024","0","0","0","0","0","0","GREENE","077","","","","N","134","2","Y-SPM1012-05A DID NOT PROPERLY SECURE 2 RAILCARS AND THE 2 UNATTENDED RAILCARS ROLLED AND STRUCK THE","UNATTENDED STANDING TRAIN H-MEMKCK1-06A AND THE  CREW WAS OFF DUTY AT THE TIME OF THE EVENT BUT THE","HUMAN FACTOR WAS ON THE CREW THAT HAD BEEN OPERATING THIS TRAIN. ONCE CREW CAME ON-DUTY FOR THE  H-","MEMKCK1-06A THEY STARTED PULLING AND THAT IS WHEN THE 5 RAILCARS DERAILED DUE TO H018 - FAILURE TO P","ROPERLY SECURE HAND BRAKE ON CAR(S) (RAILROAD EMPLOYEE). NO HAZMAT RELEASED.","","","","","","","","","","","0","37.227802","-93.327382","2","5","K","","","CUBA",
"24","01","BNSF","HL0124105","","","","","24","01","ZAMC","INDUSTRY","","","24","01","09","11","10","AM","01","0","0","0","0","","BELLWOOD","66.4","31","25","2","1","004","E","LHLA","4","0","8","Y","4029","1","0","4","BNSF","006053","001","","","","000","","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15500","500","M101","","0","0","0","0","M101","4","1","004","16000","","31C023","0","000000","0","1","0","1","1","07","10","07","10","1","6","","1","","","","174","","2024","0","0","0","0","0","0","BUTLER","023","","","","N","146","3","L-HLA8421-09I WAS OPERATING LITE LOCOMOTIVES WHEN 1 LOCOMOTIVE DERAILED ON INDUSTRY TRACK DUE TO M10","1 - SNOW, ICE, MUD, GRAVEL, COAL, SAND, ETC. ON TRACK. NO HAZMAT RELEASED.","","","","","","","","","","","","","","0","41.403269","-97.283598","2","5","K","","","BELLWOOD",
"24","05","NJTR","202406284","","","","","24","05","NJTR","202406284","","","24","05","05","9","42","PM","09","0","0","0","0","","DOVER","38.1","34","50","4","3","009","R","YD45","3","0","8","N","S-6","1","N/A","2","NJTR","004637","001","N","","","000","","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15425","0","H607","","0","0","0","0","H607","2","1","009","15425","","34C027","0","000000","0","1","0","1","1","03","15","03","45","1","1","","3","","","","231","","2024","0","0","0","0","0","0","MORRIS","027","","","","N","195","2","LEAD ENGINE ON TRAIN YD-45 STRUCK BUMPING BLOCK ON TRACK S-6 IN DOVER YARD DUE TO BRAKE PRESSURE NOT","RELEASING. CONDUCTOR AND ENGINEER DID NOT COMMUNICATE ON BRAKE CUT-OUT ON ENGINE 4105 RESULTING IN","ENGINE STRIKING/DAMAGING BLOCK.","","","","","","","","","","","","","0","40.883518","-74.54952","2","5","L","","","HOBOKEN",
"24","05","NJTR","202406305","","","","","24","05","NJTR","202406305","","","24","05","20","8","25","AM","13","0","0","0","0","","HOBOKEN","0.1","34","62","2","1","010","E","312","3","0","2","N","16 DEPOT","1","8.08","1","NJTR","001471","001","Y","","","000","","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","20772","0","T404","","0","0","0","0","T404","1","1","010","20772","","34C017","0","000000","0","1","0","1","1","04","40","04","40","1","1","","3","","","","151","","2024","0","0","0","0","0","0","HUDSON","017","","","","N","260","1","TRAIN 312 LOST POWER WHILE TRAVELING EAST OVER TERMINAL INTERLOCKING AND WHILE APPROACHING TRACK 16","DEPOT. DAMAGE TO CATENARY EQUIPMENT WAS DISCOVERED.","","","","","","","","","","","","","","0","40.734462","-74.031387","","A","C","D","","HOBOKEN",
"24","02","NJTR","202402100","","","","","24","02","NJTR","202402100","","","24","02","13","5","39","PM","01","0","0","0","0","","NEW BRUNSWICK","33.1","34","37","2","1","005","E","3753","4","0","3","Y","MILLSTONE BRANCH","1","N/A","2","NJTR","004637","001","N","","","000","","1","0","0","0","0","1","0","0","0","0","0","0","0","9","0","0","0","0","0","0","13533","8684","T113","","0","0","0","0","T113","2","1","005","22217","","34C023","0","000000","0","1","0","1","1","04","37","04","52","1","1","","3","","","","85","","2024","0","0","0","0","0","0","MIDDLESEX","023","","","","N","830","1","TRAIN #3753 REPORTED DERAILMENT OF THE B-END ENGINEERS SIDE WHEEL DUE TO RAIL SPREAD.","","","","","","","","","","","","","","","0","40.481063","-74.463227","2","5","L","","","NEWARK",
"24","02","NJTR","202403145","","","","","24","02","NJTR","202403145","","","24","02","29","9","5","AM","11","0","0","0","0","","GARFIELD","12.8","34","37","2","1","005","E","1249","3","0","3","Y","TRACK 2","3","N/A","1","NJTR","004502","001","N","NJTR","004502","001","N","1","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","13900","0","E73L","","0","0","0","0","E73L","1","3","005","13900","","34C003","0","000000","0","1","0","1","1","03","27","03","42","1","1","","3","","","","130","","2024","0","0","0","0","0","0","BERGEN","003","","","","Y","496","1","TRAIN 1249 REPORTED ENGINE FAILURE AT PLAUDERVILLE STATION DUE TO OIL LEAKING FROM THE TURBOCHARGER","OF ENGINE 4502 CAUSING A FIRE.","","","","","","","","","","","","","","0","40.885045","-74.102689","1","1","A","D","J","HOBOKEN",
"24","02","ATK","178583","","","","","24","02","ATK","178583","","","24","02","26","6","15","AM","13","0","0","0","0","","SOUTH BRUNSWICK","0040.0","34","40","1","2","130","R","2103","3","0","2","Y","MAIN TRACK 3","8","9","1","AMT","002018","001","","AMT","002018","001","","1","0","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","54829","0","E78L","","0","0","0","0","E78L","1","8","130","54829","","34C023","0","000000","0","1","0","1","1","01","40","01","40","1","1","","6","","","","363","","2024","0","0","0","0","0","0","MIDDLESEX","023","","","","Y","665","1","PANTOGRAPH/CATENARY: TRAIN 2103(26) WITH SET 1 PC/2018 AND PC/2004 REPORTED AT 610A ET THAT THEY WER","E STOPPED ON THE NEW YORK TO PHILADELPHIA MAIN LINE AT MP 41.3/MIDWAY WITH A BROKEN PANTOGRAPH ALARM","ON FRONT AND REAR PANTOGRAPH ON TRACK 3. AFTER INSPECTING EQUIPMENT ENGINEER REPORTED REAR PANTOGRA","PH WAS BROKEN OFF AND FRONT PANTOGRAPH WAS INVERTED ON PC/2018.","","","","","","","","","","","","0","40.379177","-74.54404","1","1","A","B","C","NORTHEAST CORRIDOR",
"24","05","ATK","180235","","","","","24","05","ATK","180235","","","24","05","16","9","0","AM","09","0","0","0","0","","STAATSBURG","0085.0","36","0","2","2","049","E","63","2","0","2","Y","MAIN TRACK 1","5","10.9","1","AMT","000714","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","18893","0","M404","","0","0","0","0","M404","1","5","049","18893","","36C027","0","000000","0","1","0","1","1","02","35","02","35","1","1","","6","","","","224","","2024","0","0","0","0","0","0","DUTCHESS","027","","","","N","496","1","Train 63(16) E/714, 5 cars struck tree on 1 track at Staatsburg/MP 84.9 on the Amtrak Hudson Line. T","he tree was lodged under the engine and also fouling 2 track. Crew was able to remove the lodged tre","e from under the engine.","","","","","","","","","","","","","0","41.867626","-73.927547","1","1","","","","HUDSON LINE",
"24","06","FRR","240601","","","","","24","06","FRR","240601","","521403C","24","06","06","12","4","PM","07","0","0","0","0","","FANCHER","25.92","36","73","2","2","025","E","LBBP","4","30","1","Y","SINGLE MAIN TRACK","2","0.156","1","FRR","001802","001","N","","","000","N","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","7732","37162","M303","","0","0","0","0","M303","1","2","025","44894","","36C073","0","000000","0","1","","1","","04","34","04","34","1","1","","3","","","","472","","2024","0","0","0","0","0","0","ORLEANS","073","","","","N","180","2","DRIVER BACKED HIS TRUCK ONTO THE RR CROSSING IN AN ATTEMPT TO MAKE A U-TURN.  UPON ACTIVATION OF THE","RAILROAD CROSSING WARNING DEVICES, THE DRIVER PANICKED AND WAS UNABLE TO GET THE TRUCK INTO THE PRO","PER GEAR AND FAILED TO CLEAR THE CROSSING BEFORE THE TRUCK WAS STRUCK BY THE TRAIN.  THE CREW ATTEMP","TED TO STOP THE TRAIN BUT WAS UNSUCCESSFUL AND STRUCK THE TRUCK AT ABOUT 10 MPH.  DAMAGE TO THE TRUC","K, LOCOMOTIVE AND CROSSING SIGNAL WARNING SYSTEM.  NO INJURIES REPORTED.","","","","","","","","","","","0","43.244593","-78.090959","2","2","P","","","SYSTEM",
